product_id,old_name,category,price,base_price,status,amount,user_id,region,priority
P0337,Mouse,Electronics,25362.49,22966.43,Completed,25362.49,1337,West,Low
P0338,Shirt,Clothing,68961.92,59117.51,Completed,68961.92,1338,South,Low
P0339,Headphones,Electronics,17171.26,13935.19,Cancelled,17171.26,1339,West,High
P0340,Chair,Furniture,42672.62,42841.03,Pending,42672.62,1340,West,High
P0341,Bag,Accessories,30802.84,31487.75,Completed,30802.84,1341,North,Low
P0342,Fan,HomeAppliance,22645.19,20866.36,Completed,22645.19,1342,West,Low
P0343,Chair,Furniture,62942.06,64417.6,Cancelled,62942.06,1343,West,High
P0344,Shoes,Clothing,57424.73,48818.08,Completed,57424.73,1344,North,Medium
P0345,Laptop,Electronics,32822.25,28680.37,Cancelled,32822.25,1345,South,Low
P0346,Mouse,Electronics,32017.37,27594.71,Pending,32017.37,1346,South,High
P0347,Phone,Electronics,59145.22,54967.22,Completed,59145.22,,South,High
P0348,Headphones,Electronics,52974.95,44564.31,Cancelled,52974.95,1348,West,Medium
P0349,Chair,Furniture,79095.04,70023.72,Completed,79095.04,1349,West,Medium
P0350,Mouse,Electronics,57397.42,56496.66,Cancelled,57397.42,,East,Medium
P0351,Shirt,Clothing,36509.72,32044.58,Completed,36509.72,1351,East,Medium
P0352,Keyboard,Electronics,46189.58,42208.27,Completed,46189.58,1352,West,High
P0353,Chair,Furniture,52725.73,54527.07,Cancelled,52725.73,1353,North,High
P0354,Shirt,Clothing,10763.09,8667.26,Completed,10763.09,1354,East,Medium
P0355,Headphones,Electronics,68219.93,55225.67,Completed,68219.93,1355,North,Low
P0356,Shoes,Clothing,27552.8,27122.27,Pending,27552.8,1356,South,Low
P0357,Chair,Furniture,52367.68,42521.49,Completed,52367.68,1357,East,High
P0358,Mouse,Electronics,84399.03,69705.48,Completed,84399.03,1358,North,Medium
P0359,Table,Furniture,47072.73,47724.47,Cancelled,47072.73,1359,East,High
P0360,Shoes,Clothing,54392.23,51437.24,Pending,54392.23,1360,East,High
P0361,Bottle,Kitchen,73101.92,61359.2,Completed,73101.92,1361,South,High
P0362,Bottle,Kitchen,60458.21,51692.83,Completed,60458.21,1362,West,Low
P0363,Shirt,Clothing,64693.08,55778.69,Completed,64693.08,1363,South,High
P0364,Chair,Furniture,9068.54,9345.9,Pending,9068.54,1364,East,Medium
P0365,Watch,Accessories,21245.14,21269.41,Completed,21245.14,1365,South,High
P0366,Phone,Electronics,43781.79,41971.68,Pending,43781.79,1366,North,Medium
P0367,Shirt,Clothing,21093.4,19176.51,Completed,21093.4,1367,South,Low
P0368,Bottle,Kitchen,75307.87,62985.47,Completed,75307.87,,East,Low
P0369,Mouse,Electronics,31652.47,25967.25,Completed,31652.47,1369,North,Medium
P0370,Headphones,Electronics,14344.42,14878.96,Cancelled,14344.42,1370,East,Medium
P0371,Chair,Furniture,36602.35,37132.86,Pending,36602.35,,North,High
P0372,Bag,Accessories,38720.24,36432.62,Pending,38720.24,1372,West,Low
P0373,Shirt,Clothing,24014.0,23486.71,Completed,24014.0,1373,South,Low
P0374,Chair,Furniture,59749.5,60973.97,Completed,59749.5,1374,North,Medium
P0375,Bottle,Kitchen,16296.53,13874.56,Cancelled,16296.53,1375,East,High
P0376,Mixer,HomeAppliance,42313.27,35879.56,Completed,42313.27,1376,West,Low
P0377,Laptop,Electronics,71934.08,59086.03,Completed,71934.08,1377,East,High
P0378,Table,Furniture,49580.57,43647.43,Completed,49580.57,1378,West,Medium
P0379,Fan,HomeAppliance,29246.51,29745.74,Completed,29246.51,1379,East,Low
P0380,Headphones,Electronics,47801.96,43431.45,Completed,47801.96,1380,South,Medium
P0381,Chair,Furniture,66661.66,60315.06,Completed,66661.66,1381,South,Low
P0382,Bag,Accessories,32975.15,32242.41,Pending,32975.15,1382,West,Low
P0383,Phone,Electronics,49697.31,46219.19,Pending,49697.31,1383,West,Medium
P0384,Mixer,HomeAppliance,90147.53,73436.49,Pending,90147.53,1384,West,Low
P0385,Phone,Electronics,10217.79,10637.94,Completed,10217.79,1385,East,Medium
P0386,Watch,Accessories,20506.01,19449.66,Completed,20506.01,1386,South,Medium
P0387,Table,Furniture,8140.51,7756.34,Cancelled,8140.51,1387,South,Low
P0388,Headphones,Electronics,30225.48,25952.06,Completed,30225.48,1388,East,Low
P0389,Mixer,HomeAppliance,50569.72,48548.84,Cancelled,50569.72,1389,South,Medium
P0390,Bag,Accessories,58252.54,58610.04,Completed,58252.54,1390,East,High
P0391,Bottle,Kitchen,72393.26,66645.7,Pending,72393.26,1391,West,Medium
P0392,Bag,Accessories,78584.81,71452.53,Completed,78584.81,,South,High
P0393,Chair,Furniture,31070.9,26395.84,Completed,31070.9,1393,South,Low
P0394,Headphones,Electronics,64620.3,59933.7,Completed,64620.3,1394,South,Medium
P0395,Watch,Accessories,45903.94,43485.27,Pending,45903.94,1395,West,High
P0396,Mouse,Electronics,44519.15,39831.33,Completed,44519.15,1396,North,High
P0397,Shoes,Clothing,69743.61,57060.96,Pending,69743.61,1397,North,Low
P0398,Bottle,Kitchen,62541.03,63451.02,Pending,62541.03,1398,South,Low
P0399,Keyboard,Electronics,85721.1,72800.66,Pending,85721.1,1399,West,Medium
P0400,Shoes,Clothing,21393.13,20606.97,Completed,21393.13,1400,East,Low
P0401,Shoes,Clothing,44243.09,44434.26,Pending,44243.09,1401,North,Low
P0402,Mouse,Electronics,88428.58,73854.13,Cancelled,88428.58,1402,North,Medium
P0403,Bottle,Kitchen,52771.43,49682.32,Pending,52771.43,1403,North,Low
P0404,Headphones,Electronics,76594.56,69268.36,Pending,76594.56,1404,East,High
P0405,Headphones,Electronics,38126.43,40088.89,Cancelled,38126.43,1405,East,Low
P0406,Laptop,Electronics,9310.5,8728.17,Cancelled,9310.5,1406,North,Low
P0407,Laptop,Electronics,84053.95,73656.14,Pending,84053.95,,North,High
P0408,Chair,Furniture,36399.97,36073.25,Pending,36399.97,1408,North,Medium
P0409,Bottle,Kitchen,41785.27,40523.03,Completed,41785.27,1409,South,Low
P0410,Shoes,Clothing,62294.89,57206.42,Cancelled,62294.89,1410,East,High
P0411,Mouse,Electronics,43976.0,46159.91,Completed,43976.0,1411,South,High
P0412,Keyboard,Electronics,11004.01,9949.56,Pending,11004.01,1412,South,Low
P0413,Phone,Electronics,80622.75,69400.91,Cancelled,80622.75,1413,East,Low
P0414,Mouse,Electronics,73285.04,74227.03,Cancelled,73285.04,1414,East,Medium
P0415,Mixer,HomeAppliance,31931.1,32915.66,Completed,31931.1,1415,North,Medium
P0416,Headphones,Electronics,56165.26,47189.58,Completed,56165.26,1416,North,Medium
P0417,Shoes,Clothing,8552.27,7602.83,Cancelled,8552.27,1417,West,Medium
P0418,Laptop,Electronics,33599.4,30110.83,Completed,33599.4,1418,North,Low
P0419,Fan,HomeAppliance,66133.06,57040.81,Completed,66133.06,1419,West,Medium
P0420,Mouse,Electronics,5117.14,4925.02,Cancelled,5117.14,1420,East,High
P0421,Bag,Accessories,41156.28,36944.92,Pending,41156.28,,North,Low
P0422,Table,Furniture,55798.95,48389.67,Pending,55798.95,1422,East,Low
P0423,Bag,Accessories,79749.09,78086.13,Pending,79749.09,1423,South,High
P0424,Phone,Electronics,10141.36,10136.08,Cancelled,10141.36,1424,North,Medium
P0425,Chair,Furniture,65755.94,57920.58,Completed,65755.94,1425,East,Low
P0426,Shirt,Clothing,46203.62,39559.71,Completed,46203.62,1426,East,High
P0427,Mouse,Electronics,54242.93,55631.15,Pending,54242.93,1427,South,Medium
P0428,Mixer,HomeAppliance,34690.69,35867.67,Pending,34690.69,1428,South,Medium
P0429,Headphones,Electronics,77679.97,75696.38,Cancelled,77679.97,1429,South,Low
P0430,Bag,Accessories,598.83,587.72,Pending,598.83,1430,North,High
P0431,Table,Furniture,25877.12,23774.33,Completed,25877.12,1431,South,Low
P0432,Watch,Accessories,91312.26,76057.09,Completed,91312.26,1432,South,Low
P0433,Watch,Accessories,55871.82,47827.92,Pending,55871.82,1433,North,Medium
P0434,Chair,Furniture,36335.09,30267.97,Completed,36335.09,1434,North,Low
P0435,Fan,HomeAppliance,18959.21,18820.07,Completed,18959.21,1435,North,Low
P0436,Mixer,HomeAppliance,72645.93,61472.96,Completed,72645.93,1436,East,Low
P0437,Mixer,HomeAppliance,73173.78,64972.43,Cancelled,73173.78,1437,South,Medium
P0438,Mouse,Electronics,12449.75,10072.94,Completed,12449.75,1438,North,Medium
P0439,Headphones,Electronics,41722.88,39992.49,Cancelled,41722.88,1439,South,Medium
P0440,Shoes,Clothing,2287.7,2136.72,Completed,2287.7,1440,South,Low
P0441,Fan,HomeAppliance,35434.45,30751.99,Cancelled,35434.45,1441,East,High
P0442,Fan,HomeAppliance,28215.75,22845.76,Pending,28215.75,1442,West,Low
P0443,Shoes,Clothing,78963.96,77684.24,Completed,78963.96,1443,North,High
P0444,Shoes,Clothing,12715.97,13317.73,Completed,12715.97,1444,West,Low
P0445,Shoes,Clothing,83469.65,69917.63,Completed,83469.65,1445,West,Low
P0446,Mixer,HomeAppliance,79420.63,74344.34,Pending,79420.63,1446,North,Medium
P0447,Shirt,Clothing,27098.87,25348.13,Completed,27098.87,1447,East,Medium
P0448,Watch,Accessories,7446.43,6726.84,Completed,7446.43,1448,East,Medium
P0449,Watch,Accessories,65265.35,52460.1,Pending,65265.35,1449,North,High
P0450,Watch,Accessories,61418.26,63601.91,Completed,61418.26,1450,South,High
P0451,Watch,Accessories,76025.39,63375.28,Pending,76025.39,1451,East,Medium
P0452,Bag,Accessories,87748.21,71213.57,Completed,87748.21,1452,East,High
P0453,Shoes,Clothing,41263.21,42070.78,Completed,41263.21,1453,South,Low
P0454,Table,Furniture,33615.74,30119.31,Completed,33615.74,1454,East,Low
P0455,Mixer,HomeAppliance,26777.73,26456.59,Completed,26777.73,1455,North,High
P0456,Headphones,Electronics,32356.46,26460.59,Completed,32356.46,1456,North,High
P0457,Headphones,Electronics,72844.88,66869.25,Completed,72844.88,1457,South,Low
P0458,Fan,HomeAppliance,76434.74,65368.82,Pending,76434.74,1458,East,Low
P0459,Bottle,Kitchen,63630.95,60863.62,Completed,63630.95,1459,East,Low
P0460,Chair,Furniture,24738.69,25942.87,Pending,24738.69,1460,West,Medium
P0461,Mixer,HomeAppliance,44626.47,38140.4,Completed,44626.47,1461,South,Medium
P0462,Table,Furniture,59183.51,52907.05,Completed,59183.51,1462,North,High
P0463,Fan,HomeAppliance,30494.91,31052.28,Completed,30494.91,1463,East,High
P0464,Mouse,Electronics,10352.98,9405.15,Completed,10352.98,1464,West,High
P0465,Shirt,Clothing,38994.99,33487.64,Pending,38994.99,1465,East,Medium
P0466,Headphones,Electronics,86410.92,74421.31,Completed,86410.92,1466,West,Medium
P0467,Mixer,HomeAppliance,16823.54,17083.94,Pending,16823.54,1467,North,Low
P0468,Table,Furniture,48021.08,48443.85,Pending,48021.08,,West,Low
P0469,Phone,Electronics,27650.43,28015.54,Completed,27650.43,1469,South,High
P0470,Mixer,HomeAppliance,23174.09,19977.67,Completed,23174.09,1470,North,Low
P0471,Table,Furniture,65824.14,57895.73,Pending,65824.14,1471,East,High
P0472,Shirt,Clothing,11465.88,9221.31,Pending,11465.88,1472,North,High
P0473,Bag,Accessories,52433.64,42127.23,Completed,52433.64,1473,South,High
P0474,Fan,HomeAppliance,75887.57,64740.22,Cancelled,75887.57,1474,West,Medium
P0475,Bag,Accessories,80813.29,74024.22,Pending,80813.29,1475,West,Low
P0476,Bottle,Kitchen,58552.23,59348.81,Pending,58552.23,1476,West,Medium
P0477,Bag,Accessories,1372.26,1245.32,Completed,1372.26,1477,South,Low
P0478,Bag,Accessories,63424.86,58652.32,Completed,63424.86,1478,South,Medium
P0479,Mixer,HomeAppliance,71736.74,59227.04,Completed,71736.74,1479,South,Medium
P0480,Shoes,Clothing,42424.64,44394.95,Completed,42424.64,1480,South,Low
P0481,Bag,Accessories,61345.45,51886.09,Completed,61345.45,,South,High
P0482,Shoes,Clothing,53329.34,45000.82,Cancelled,53329.34,1482,South,Medium
P0483,Shoes,Clothing,19840.44,17463.44,Completed,19840.44,1483,East,Medium
P0484,Headphones,Electronics,55213.31,47168.88,Completed,55213.31,1484,West,Low
P0485,Mouse,Electronics,91739.23,78520.82,Pending,91739.23,1485,North,Low
P0486,Bag,Accessories,1379.3,1196.75,Cancelled,1379.3,1486,South,High
P0487,Shoes,Clothing,24918.72,25281.34,Completed,24918.72,1487,North,Low
P0488,Shoes,Clothing,16476.34,14430.33,Pending,16476.34,1488,East,High
P0489,Shirt,Clothing,60937.11,54278.3,Completed,60937.11,1489,South,Low
P0490,Bag,Accessories,39663.18,32206.3,Completed,39663.18,1490,West,High
P0491,Mixer,HomeAppliance,21013.55,17680.73,Completed,21013.55,1491,South,High
P0492,Chair,Furniture,35489.65,36452.38,Completed,35489.65,1492,West,Medium
P0493,Bag,Accessories,12869.23,12578.07,Completed,12869.23,1493,South,Low
P0494,Headphones,Electronics,88679.38,75410.9,Pending,88679.38,1494,South,Medium
P0495,Shirt,Clothing,79845.86,71227.44,Completed,79845.86,1495,West,Low
P0496,Bottle,Kitchen,12722.04,12930.81,Cancelled,12722.04,1496,North,High
P0497,Shoes,Clothing,56746.58,50976.8,Completed,56746.58,1497,East,Medium
P0498,Headphones,Electronics,44165.05,39670.44,Completed,44165.05,1498,South,Medium
P0499,Phone,Electronics,48584.77,43104.46,Completed,48584.77,1499,South,Medium
P0500,Shoes,Clothing,53264.62,43828.31,Pending,53264.62,1500,East,Medium
P0501,Laptop,Electronics,18662.58,19466.21,Completed,18662.58,1501,North,Low
P0502,Shirt,Clothing,84837.63,74557.31,Completed,84837.63,,West,High
P0503,Headphones,Electronics,88993.35,76647.23,Pending,88993.35,1503,North,High
P0504,Shirt,Clothing,68306.51,62994.5,Cancelled,68306.51,1504,East,Medium
P0505,Laptop,Electronics,60966.33,57684.75,Cancelled,60966.33,,North,Medium
P0506,Table,Furniture,46193.32,46176.35,Completed,46193.32,1506,East,High
P0507,Phone,Electronics,15087.06,14427.04,Completed,15087.06,1507,North,High
P0508,Chair,Furniture,38251.42,39078.76,Completed,38251.42,1508,North,High
P0509,Watch,Accessories,30674.89,24974.18,Cancelled,30674.89,1509,South,High
P0510,Keyboard,Electronics,37813.75,38107.91,Completed,37813.75,1510,North,Medium
P0511,Headphones,Electronics,2091.61,1845.4,Pending,2091.61,1511,West,High
P0512,Shoes,Clothing,36727.12,33308.83,Completed,36727.12,1512,West,High
P0513,Keyboard,Electronics,51608.31,47159.66,Completed,51608.31,1513,East,Low
P0514,Headphones,Electronics,53572.11,47761.83,Completed,53572.11,1514,West,Medium
P0515,Shirt,Clothing,75203.36,76552.31,Completed,75203.36,1515,East,Medium
P0516,Shoes,Clothing,77134.86,78281.82,Pending,77134.86,1516,West,High
P0517,Watch,Accessories,23326.1,23980.92,Completed,23326.1,1517,West,Low
P0518,Bag,Accessories,42302.19,39500.15,Completed,42302.19,1518,East,High
P0519,Table,Furniture,89290.57,72499.39,Completed,89290.57,1519,North,High
P0520,Watch,Accessories,41221.05,40248.97,Completed,41221.05,1520,South,High
P0521,Keyboard,Electronics,44524.09,36603.43,Cancelled,44524.09,1521,South,High
P0522,Shirt,Clothing,41188.37,35635.43,Completed,41188.37,1522,West,High
P0523,Mouse,Electronics,17786.99,17695.42,Completed,17786.99,1523,West,Low
P0524,Headphones,Electronics,5428.67,4433.5,Completed,5428.67,1524,West,Medium
P0525,Shoes,Clothing,55974.04,53486.34,Cancelled,55974.04,1525,West,Medium
P0526,Mouse,Electronics,10477.25,10812.05,Completed,10477.25,1526,West,Medium
P0527,Keyboard,Electronics,77538.24,76294.55,Completed,77538.24,1527,South,High
P0528,Shirt,Clothing,12701.21,10384.32,Completed,12701.21,1528,East,High
P0529,Fan,HomeAppliance,38432.71,36235.07,Completed,38432.71,1529,South,Medium
P0530,Mixer,HomeAppliance,29496.89,26789.23,Cancelled,29496.89,1530,North,High
P0531,Phone,Electronics,78584.49,77177.01,Completed,78584.49,1531,North,Low
P0532,Shirt,Clothing,36171.1,32776.18,Cancelled,36171.1,1532,West,Medium
P0533,Phone,Electronics,76598.65,75291.7,Completed,76598.65,1533,West,Medium
P0534,Bag,Accessories,35857.06,29890.98,Cancelled,35857.06,1534,South,High
P0535,Chair,Furniture,77415.56,77854.74,Completed,77415.56,1535,North,Medium
P0536,Fan,HomeAppliance,64197.94,58445.37,Completed,64197.94,1536,East,Medium
P0537,Bottle,Kitchen,45228.39,41101.33,Completed,45228.39,1537,East,Medium
P0538,Fan,HomeAppliance,39551.98,34193.44,Completed,39551.98,1538,West,Medium
P0539,Keyboard,Electronics,31779.73,29805.58,Completed,31779.73,1539,West,Low
P0540,Mixer,HomeAppliance,10859.81,9738.47,Pending,10859.81,1540,East,High
P0541,Chair,Furniture,20443.03,18250.48,Pending,20443.03,1541,North,High
P0542,Mouse,Electronics,61446.24,61350.98,Completed,61446.24,1542,North,Medium
P0543,Chair,Furniture,52188.0,43430.65,Pending,52188.0,1543,South,High
P0544,Watch,Accessories,70763.38,62470.45,Pending,70763.38,1544,North,High
P0545,Bag,Accessories,41739.37,39053.09,Cancelled,41739.37,1545,West,High
P0546,Table,Furniture,8497.82,7602.57,Cancelled,8497.82,1546,North,Medium
P0547,Bottle,Kitchen,83383.13,75124.63,Pending,83383.13,1547,North,Low
P0548,Table,Furniture,73701.32,66264.72,Pending,73701.32,1548,North,High
P0549,Chair,Furniture,56113.62,45939.53,Completed,56113.62,1549,South,Low
P0550,Watch,Accessories,91047.38,79458.61,Pending,91047.38,1550,East,Low
P0551,Bottle,Kitchen,14470.02,11749.02,Completed,14470.02,1551,West,High
P0552,Bottle,Kitchen,62335.05,55435.39,Pending,62335.05,1552,East,Medium
P0553,Mouse,Electronics,45835.57,44490.37,Completed,45835.57,1553,North,Medium
P0554,Laptop,Electronics,34373.67,28677.56,Completed,34373.67,1554,North,High
P0555,Bottle,Kitchen,77867.73,66586.21,Pending,77867.73,1555,East,High
P0556,Watch,Accessories,6162.12,6271.89,Completed,6162.12,1556,East,Medium
P0557,Watch,Accessories,72306.59,66397.97,Completed,72306.59,1557,West,High
P0558,Table,Furniture,83738.19,67965.04,Pending,83738.19,1558,South,High
P0559,Mixer,HomeAppliance,33239.68,32285.27,Completed,33239.68,1559,East,Low
P0560,Mixer,HomeAppliance,62612.26,65844.69,Completed,62612.26,1560,West,High
P0561,Watch,Accessories,18039.29,15231.16,Pending,18039.29,1561,South,High
P0562,Keyboard,Electronics,69626.04,67909.62,Completed,69626.04,1562,East,Low
P0563,Watch,Accessories,40455.03,38184.97,Cancelled,40455.03,1563,North,Low
P0564,Watch,Accessories,41193.71,38996.99,Completed,41193.71,1564,East,Medium
P0565,Shirt,Clothing,51413.25,47889.38,Completed,51413.25,1565,East,High
P0566,Mouse,Electronics,35470.06,33159.02,Completed,35470.06,1566,East,High
P0567,Keyboard,Electronics,74282.41,72299.06,Completed,74282.41,1567,West,Low
P0568,Headphones,Electronics,41629.84,39219.46,Cancelled,41629.84,,South,Low
P0569,Shirt,Clothing,19042.96,20020.93,Pending,19042.96,1569,South,High
P0570,Headphones,Electronics,35170.73,35509.61,Completed,35170.73,1570,South,High
P0571,Headphones,Electronics,12764.4,11438.86,Cancelled,12764.4,1571,South,Medium
P0572,Mouse,Electronics,83232.88,69525.17,Completed,83232.88,1572,North,Medium
P0573,Shoes,Clothing,20525.89,19474.18,Completed,20525.89,1573,South,High
P0574,Phone,Electronics,49295.88,50099.32,Completed,49295.88,1574,East,High
P0575,Shoes,Clothing,67125.26,55697.56,Completed,67125.26,1575,North,High
P0576,Chair,Furniture,35938.96,32660.52,Completed,35938.96,1576,East,Low
P0577,Bag,Accessories,75345.45,68681.35,Pending,75345.45,1577,West,High
P0578,Mixer,HomeAppliance,6710.05,5484.71,Completed,6710.05,1578,East,High
P0579,Bottle,Kitchen,53500.2,44167.99,Pending,53500.2,1579,North,Medium
P0580,Headphones,Electronics,81648.98,77097.85,Completed,81648.98,1580,West,Low
P0581,Bag,Accessories,80136.7,69614.99,Completed,80136.7,1581,North,Low
P0582,Keyboard,Electronics,46749.02,48147.07,Completed,46749.02,1582,East,High
P0583,Shirt,Clothing,75191.29,61926.78,Completed,75191.29,1583,East,High
P0584,Phone,Electronics,19614.09,20337.38,Completed,19614.09,1584,North,Low
P0585,Table,Furniture,23910.28,19961.39,Cancelled,23910.28,1585,North,Medium
P0586,Mouse,Electronics,81075.05,67426.74,Pending,81075.05,1586,West,Medium
P0587,Keyboard,Electronics,48810.2,47418.68,Completed,48810.2,1587,North,Medium
P0588,Headphones,Electronics,4846.87,4744.21,Completed,4846.87,1588,East,Medium
P0589,Mixer,HomeAppliance,34305.85,33393.21,Completed,34305.85,1589,South,Medium
P0590,Phone,Electronics,58517.57,48809.04,Pending,58517.57,1590,West,Medium
P0591,Headphones,Electronics,13833.18,13836.39,Pending,13833.18,1591,West,High
P0592,Table,Furniture,3540.2,2971.35,Pending,3540.2,1592,East,Medium
P0593,Mixer,HomeAppliance,2407.69,2338.12,Completed,2407.69,1593,West,Medium
P0594,Mixer,HomeAppliance,13966.48,11814.96,Pending,13966.48,1594,East,Low
P0595,Fan,HomeAppliance,80147.1,64141.84,Pending,80147.1,1595,South,High
P0596,Fan,HomeAppliance,58855.06,47450.2,Pending,58855.06,1596,West,Medium
P0597,Laptop,Electronics,84773.92,77302.45,Completed,84773.92,1597,North,Low
P0598,Fan,HomeAppliance,5708.8,5101.65,Pending,5708.8,1598,South,Low
P0599,Table,Furniture,6360.27,5921.66,Cancelled,6360.27,1599,West,Low
P0600,Chair,Furniture,89323.18,71970.79,Completed,89323.18,1600,East,Low
P0601,Chair,Furniture,50136.74,50939.64,Pending,50136.74,1601,West,Medium
P0602,Mouse,Electronics,41445.63,37497.87,Cancelled,41445.63,1602,South,High
P0603,Mouse,Electronics,15427.41,13813.58,Completed,15427.41,1603,West,High
P0604,Fan,HomeAppliance,36852.73,37193.45,Pending,36852.73,1604,South,Low
P0605,Bottle,Kitchen,91269.31,79999.27,Cancelled,91269.31,1605,West,Medium
P0606,Bottle,Kitchen,27966.97,26012.58,Pending,27966.97,1606,North,Medium
P0607,Watch,Accessories,60232.62,58762.58,Cancelled,60232.62,1607,North,Low
P0608,Shirt,Clothing,23363.32,18932.52,Completed,23363.32,1608,West,High
P0609,Fan,HomeAppliance,38580.34,39663.38,Completed,38580.34,1609,West,Low
P0610,Table,Furniture,66574.64,69031.29,Completed,66574.64,1610,West,High
P0611,Laptop,Electronics,47577.58,44489.74,Cancelled,47577.58,1611,South,Medium
P0612,Chair,Furniture,24757.83,23373.7,Completed,24757.83,1612,North,Low
P0613,Laptop,Electronics,67906.7,71022.11,Cancelled,67906.7,1613,East,High
P0614,Watch,Accessories,61435.02,62515.05,Completed,61435.02,1614,West,Medium
P0615,Shirt,Clothing,69140.78,63221.93,Completed,69140.78,1615,West,Low
P0616,Watch,Accessories,93955.5,77117.76,Completed,93955.5,1616,North,High
P0617,Bottle,Kitchen,32382.58,33237.16,Cancelled,32382.58,1617,South,High
P0618,Watch,Accessories,73319.48,67265.34,Completed,73319.48,1618,West,Low
P0619,Watch,Accessories,7474.78,6762.97,Pending,7474.78,,West,Low
P0620,Headphones,Electronics,74188.93,72934.41,Completed,74188.93,1620,South,High
P0621,Headphones,Electronics,45383.26,36483.13,Completed,45383.26,1621,South,Low
P0622,Mouse,Electronics,13079.65,12652.99,Pending,13079.65,1622,North,Low
P0623,Bottle,Kitchen,69733.06,65526.88,Completed,69733.06,1623,North,Low
P0624,Shirt,Clothing,2619.82,2319.95,Completed,2619.82,1624,South,Medium
P0625,Laptop,Electronics,60318.93,58583.08,Pending,60318.93,1625,West,Medium
P0626,Shoes,Clothing,38643.94,34078.8,Pending,38643.94,1626,South,High
P0627,Shoes,Clothing,57583.83,51120.25,Cancelled,57583.83,1627,North,Medium
P0628,Shirt,Clothing,32093.99,27590.95,Completed,32093.99,1628,East,Low
P0629,Bag,Accessories,84175.48,68072.48,Completed,84175.48,1629,East,Low
P0630,Shoes,Clothing,35615.57,32324.32,Completed,35615.57,1630,West,Medium
P0631,Bottle,Kitchen,52810.66,50326.92,Completed,52810.66,1631,South,Medium
P0632,Shirt,Clothing,67893.0,69446.23,Completed,67893.0,1632,North,Medium
P0633,Bottle,Kitchen,63664.79,52734.67,Completed,63664.79,1633,West,Medium
P0634,Table,Furniture,67086.35,66057.12,Completed,67086.35,1634,South,High
P0635,Bottle,Kitchen,26552.76,25412.5,Pending,26552.76,1635,South,Low
P0636,Laptop,Electronics,35475.68,34066.24,Pending,35475.68,1636,South,High
P0637,Phone,Electronics,57569.61,49392.12,Completed,57569.61,1637,West,Low
P0638,Laptop,Electronics,57808.34,59020.12,Completed,57808.34,1638,West,High
P0639,Mixer,HomeAppliance,64334.09,58133.65,Completed,64334.09,1639,North,Low
P0640,Laptop,Electronics,32727.0,27816.1,Pending,32727.0,1640,East,High
P0641,Shirt,Clothing,46637.39,37644.2,Pending,46637.39,1641,West,Low
P0642,Laptop,Electronics,7919.57,6747.51,Completed,7919.57,1642,East,High
P0643,Bottle,Kitchen,7700.7,6539.21,Completed,7700.7,1643,West,Low
P0644,Phone,Electronics,63392.87,53396.82,Pending,63392.87,1644,East,High
P0645,Phone,Electronics,70519.69,56513.02,Cancelled,70519.69,1645,South,High
P0646,Phone,Electronics,32875.82,27452.55,Completed,32875.82,1646,East,High
P0647,Watch,Accessories,26664.35,25216.86,Completed,26664.35,1647,North,Medium
P0648,Table,Furniture,75149.94,71094.24,Pending,75149.94,1648,South,High
P0649,Phone,Electronics,44954.95,46602.77,Completed,44954.95,1649,West,Medium
P0650,Phone,Electronics,55120.07,52684.97,Pending,55120.07,1650,West,Medium
P0651,Laptop,Electronics,62236.75,53092.93,Pending,62236.75,1651,West,High
P0652,Watch,Accessories,15438.23,14240.74,Pending,15438.23,1652,West,High
P0653,Laptop,Electronics,2825.24,2502.88,Completed,2825.24,1653,West,Medium
P0654,Watch,Accessories,38006.39,34660.76,Pending,38006.39,1654,West,High
P0655,Chair,Furniture,59900.58,54970.26,Completed,59900.58,1655,South,Low
P0656,Chair,Furniture,55446.29,47616.17,Cancelled,55446.29,1656,North,High
P0657,Fan,HomeAppliance,3087.97,2543.44,Completed,3087.97,1657,North,Low
P0658,Laptop,Electronics,42362.33,41254.93,Completed,42362.33,1658,West,High
P0659,Headphones,Electronics,60382.67,50119.15,Completed,60382.67,1659,North,Low
P0660,Fan,HomeAppliance,21848.26,18928.84,Completed,21848.26,1660,North,Low
P0661,Laptop,Electronics,3091.11,2672.16,Completed,3091.11,1661,West,Medium
P0662,Mixer,HomeAppliance,82369.76,75676.69,Completed,82369.76,1662,South,Low
P0663,Watch,Accessories,42875.81,41828.13,Cancelled,42875.81,1663,West,Low
P0664,Keyboard,Electronics,30129.39,31608.52,Pending,30129.39,1664,East,Low
P0665,Bottle,Kitchen,41013.03,36512.13,Pending,41013.03,1665,South,Low
P0666,Table,Furniture,32519.56,30235.26,Completed,32519.56,1666,West,Low
P0667,Headphones,Electronics,26921.35,25092.31,Pending,26921.35,1667,South,Low
P0668,Phone,Electronics,67325.18,67866.44,Completed,67325.18,1668,South,High
P0669,Shirt,Clothing,24769.03,21992.27,Completed,24769.03,1669,North,Medium
P0670,Bottle,Kitchen,37198.81,39058.92,Pending,37198.81,1670,West,Medium
P0671,Laptop,Electronics,13274.28,10958.39,Pending,13274.28,1671,West,Medium
P0672,Laptop,Electronics,73077.83,67377.99,Completed,73077.83,1672,West,Medium
P0673,Keyboard,Electronics,59239.16,53354.6,Pending,59239.16,1673,East,Medium
P0674,Bottle,Kitchen,76096.78,72854.91,Completed,76096.78,1674,South,Low
