order_id,customer_id,order_date,status,region_code
466,466.0,2024-10-05 10:27:59,CANCELLED,EAST
467,251.0,2026-02-05 06:06:29,CANCELLED,NORTH
468,107.0,2025-12-25 00:27:49,RETURNED,NORTH
469,17.0,2026-05-20 20:47:41,DELIVERED,WEST
470,263.0,2025-02-15 01:33:15,SHIPPED,EAST
471,457.0,2024-09-09 11:57:38,PLACED,EAST
472,34.0,2026-05-25 09:49:31,RETURNED,WEST
473,366.0,2025-06-22 12:41:05,DELIVERED,EAST
474,418.0,2026-04-22 20:13:31,RETURNED,EAST
475,369.0,2025-09-16 11:37:51,CANCELLED,NORTH
476,145.0,2025-09-17 08:17:56,PLACED,EAST
477,470.0,2025-08-09 23:13:27,RETURNED,SOUTH
478,317.0,2025-04-11 13:56:22,RETURNED,NORTH
479,227.0,2026-03-15 21:00:31,RETURNED,WEST
480,262.0,2026-05-02 22:20:31,CANCELLED,EAST
481,155.0,2025-03-17 14:41:46,DELIVERED,EAST
482,75.0,2025-12-11 16:51:28,DELIVERED,EAST
483,20.0,2025-11-19 10:49:26,DELIVERED,WEST
484,325.0,2025-06-28 16:22:00,DELIVERED,SOUTH
485,362.0,2024-09-22 11:22:12,SHIPPED,NORTH
486,430.0,2025-01-21 03:05:40,DELIVERED,WEST
487,208.0,2026-05-10 10:13:26,SHIPPED,EAST
488,144.0,2025-08-22 14:16:55,RETURNED,EAST
489,390.0,2025-04-03 07:15:46,SHIPPED,WEST
490,219.0,2025-04-10 23:35:10,RETURNED,SOUTH
491,332.0,2025-07-26 08:33:23,PLACED,NORTH
492,470.0,2025-05-29 20:27:51,PLACED,SOUTH
493,155.0,2024-09-27 18:33:24,CANCELLED,EAST
494,93.0,2025-04-10 19:21:14,SHIPPED,NORTH
495,317.0,2024-08-16 15:39:09,CANCELLED,EAST
496,234.0,2025-10-17 15:21:09,SHIPPED,WEST
497,59.0,2024-07-28 21:46:39,PLACED,SOUTH
498,212.0,2024-12-11 16:18:09,CANCELLED,WEST
499,167.0,2024-12-30 09:44:12,SHIPPED,EAST
500,363.0,2024-10-10 15:06:17,PLACED,WEST
